	word	gold	gru pred	earlyBoundary	lateBoundary	missedBoundary	addedBoundary	totalErrors
1220	puritan	p/1 u/0 r/1 i/0 t/1 a/0 n/0	p/1 u/0 R/0 i/0 T/0 a/0 n/0	0	0	2	0	2
1221	glue	g/1 l/0 u/0 e/0	g/1 l/0 u/0 E/1	0	0	0	1	1
1222	eunification	r/1 e/0 u/1 n/1 i/0 f/1 i/0 c/1 a/0 t/1 i/0 o/0 n/0	/1 e/0 u/1 n/1 i/0 F/0 i/0 c/1 a/0 t/1 i/0 o/0 n/0	0	0	1	0	1
1223	hypersensitivity	h/1 y/0 p/1 e/0 r/0 s/1 e/0 n/0 s/1 i/0 t/1 i/0 v/0 i/1 t/1 y/0	h/1 y/0 p/1 e/0 r/0 s/1 e/0 n/0 S/0 i/0 t/1 i/0 v/0 i/1 t/1 y/0	0	0	1	0	1
1224	classic	c/1 l/0 a/0 s/0 s/1 i/0 c/0	c/1 l/0 a/0 s/0 s/1 i/0 C/1	0	0	0	1	1
1225	canne	c/1 a/0 n/0 n/0 e/0 d/0	c/1 a/0 n/0 N/1 e/0 d/0	0	0	0	1	1
1226	habitation	h/1 a/0 b/0 i/1 t/1 a/0 t/1 i/0 o/0 n/0	h/1 a/0 b/0 i/1 T/0 a/0 t/1 i/0 o/0 n/0	1	0	0	0	1
1227	plante	p/1 l/0 a/0 n/0 t/0 e/1 r/0	p/1 l/0 a/0 n/0 T/1 E/0 r/0	1	0	0	0	1
1228	untranslate	u/1 n/0 t/1 r/0 a/0 n/0 s/0 l/1 a/0 t/0 e/1 d/0	u/1 n/0 t/1 r/0 a/0 n/0 s/0 l/1 a/0 t/0 E/0 d/0	0	0	1	0	1
1229	blurb	b/1 l/0 u/0 r/0 b/0	b/1 l/0 u/0 r/0 B/1	0	0	0	1	1
1230	piety	p/1 i/0 e/1 t/1 y/0	p/1 i/0 e/1 T/0 y/0	1	0	0	0	1
1231	variety	v/1 a/0 r/1 i/0 e/1 t/1 y/0	v/1 a/0 R/0 I/1 E/0 T/0 y/0	1	1	1	0	3
1232	comet	c/1 o/0 m/0 e/1 t/0	c/1 o/0 m/0 e/1 T/1	0	0	0	1	1
1233	midget	m/1 i/0 d/0 g/0 e/1 t/0	m/1 i/0 d/0 g/0 E/0 t/0	0	0	1	0	1
1234	ilute	/1 i/0 l/1 u/0 t/0 e/0	/1 i/0 l/1 u/0 T/1 e/0	0	0	0	1	1
1235	encyclopedia	e/1 n/0 c/1 y/0 c/1 l/0 o/0 p/1 e/0 d/1 i/0 a/1	/1 n/0 c/1 y/0 c/1 l/0 o/0 p/1 e/0 D/0 i/0 a/1	0	0	1	0	1
1236	alignment	a/1 l/1 i/0 g/0 n/0 m/1 e/0 n/0 t/0	a/1 L/0 i/0 g/0 n/0 m/1 e/0 n/0 t/0	1	0	0	0	1
1237	biceps	b/1 i/0 c/1 e/0 p/0 s/0	b/1 i/0 C/0 e/0 p/0 s/0	0	0	1	0	1
1238	polypeptide	p/1 o/0 l/0 y/1 p/1 e/0 p/0 t/1 i/0 d/0 e/0	p/1 o/0 l/0 y/1 p/1 e/0 p/0 T/0 i/0 d/0 e/0	0	0	1	0	1
1239	audit	a/1 u/0 d/1 i/0 t/1 o/0 r/0	a/1 u/0 d/1 i/0 t/1 o/0 R/1	0	0	0	1	1
1240	balancing	b/1 a/0 l/0 a/1 n/0 c/0 i/1 n/0 g/0	b/1 a/0 l/0 a/1 n/0 c/0 I/0 n/0 g/0	0	0	1	0	1
1241	immunologic	i/1 m/0 m/1 u/0 n/1 o/0 l/1 o/0 g/0 i/1 c/0	i/1 m/0 m/1 u/0 n/1 o/0 L/0 O/1 G/1 i/1 C/1	0	1	0	2	3
1242	pars	p/1 a/0 r/0 s/0	p/1 a/0 r/0 S/1	0	0	0	1	1
1243	specialize	s/1 p/0 e/0 c/1 i/0 a/0 l/0 i/1 z/0 e/0 d/0	s/1 p/0 e/0 C/0 i/0 a/0 l/0 i/1 z/0 e/0 d/0	0	0	1	0	1
1244	ptical	/1 p/0 t/1 i/0 c/1 a/0 l/0	o/1 p/0 t/1 i/0 C/0 a/0 l/0	0	0	1	0	1
1245	yslexia	/1 y/0 s/0 l/1 e/0 x/0 i/1 a/1	/1 y/0 s/0 l/1 e/0 x/0 i/1 A/0	1	0	0	0	1
1246	theism	t/1 h/0 e/0 i/1 s/0 m/0	t/1 h/0 e/0 I/0 s/0 m/0	0	0	1	0	1
1247	anabolic	a/1 n/0 a/1 b/1 o/0 l/0 i/1 c/0	a/1 n/0 a/1 b/1 o/0 l/0 I/0 c/0	0	0	1	0	1
1248	belting	b/1 e/0 l/0 t/0 i/1 n/0 g/0	b/1 e/0 l/0 t/0 I/0 n/0 g/0	0	0	1	0	1
1249	bachel	b/1 a/0 c/0 h/0 e/1 l/1 o/0 r/0	b/1 a/0 c/0 h/0 E/0 l/1 o/0 r/0	0	1	0	0	1
1250	gauche	g/1 a/0 u/0 c/0 h/0 e/0	g/1 a/0 u/0 c/0 h/0 E/1	0	0	0	1	1
1251	campe	c/1 a/0 m/0 p/0 e/1 r/0	c/1 a/0 m/0 P/1 E/0 r/0	1	0	0	0	1
1252	foothill	f/1 o/0 o/0 t/0 h/1 i/0 l/0 l/0	f/1 o/0 o/0 t/0 H/0 i/0 l/0 l/0	0	0	1	0	1
1253	lucida	/1 u/0 c/1 i/0 d/1 a/0	l/1 u/0 c/1 i/0 D/0 a/0	0	0	1	0	1
1254	gooey	g/1 o/0 o/0 e/1 y/0	g/1 o/0 o/0 E/0 y/0	0	0	1	0	1
1255	adios	r/1 a/0 d/1 i/0 o/1 s/0	/1 a/0 d/1 i/0 o/1 S/1	0	0	0	1	1
1256	neutrin	n/1 e/0 u/0 t/1 r/0 i/0 n/1 o/0	n/1 e/0 u/0 t/1 r/0 i/0 N/0 O/1	0	1	0	0	1
1257	procuring	p/1 r/0 o/0 c/1 u/0 r/0 i/1 n/0 g/0	p/1 r/0 o/0 c/1 u/0 r/0 I/0 n/0 g/0	0	0	1	0	1
1258	isolate	i/1 s/1 o/0 l/1 a/0 t/0 e/0	i/1 s/1 o/0 l/1 a/0 t/0 E/1	0	0	0	1	1
1259	urn	u/1 r/0 n/0	u/1 R/1 n/0	0	0	0	1	1
1260	commercialization	c/1 o/0 m/0 m/1 e/0 r/0 c/1 i/0 a/0 l/0 i/1 z/1 a/0 t/1 i/0 o/0 n/0	c/1 o/0 m/0 m/1 e/0 r/0 c/1 i/0 a/0 l/0 i/1 Z/0 a/0 t/1 i/0 o/0 n/0	1	0	0	0	1
1261	andomly	r/1 a/0 n/0 d/1 o/0 m/0 l/1 y/0	/1 a/0 n/0 D/0 o/0 m/0 l/1 y/0	0	0	1	0	1
1262	aske	a/1 s/1 k/0 e/0 w/0	a/1 S/0 k/0 e/0 w/0	1	0	0	0	1
1263	maraude	m/1 a/0 r/1 a/0 u/0 d/0 e/1 r/0	m/1 a/0 R/0 a/0 u/0 D/1 E/0 r/0	1	0	1	0	2
1264	monike	m/1 o/0 n/0 i/1 k/1 e/0 r/0	m/1 o/0 n/0 i/1 K/0 e/0 r/0	1	0	0	0	1
1265	prophesy	p/1 r/0 o/0 p/0 h/0 e/1 s/1 y/0	p/1 r/0 o/0 P/1 h/0 e/1 S/0 y/0	1	0	0	0	1
1266	ietetics	/1 i/0 e/1 t/1 e/0 t/0 i/1 c/0 s/0	/1 i/0 e/1 T/0 e/0 t/0 i/1 c/0 s/0	1	0	0	0	1
1267	palisades	p/1 a/0 l/0 i/1 s/1 a/0 d/0 e/0 s/0	p/1 a/0 l/0 i/1 S/0 a/0 d/0 e/0 s/0	1	0	0	0	1
1268	internationalization	i/1 n/0 t/1 e/0 r/0 n/1 a/0 t/1 i/0 o/0 n/0 a/1 l/0 i/1 z/1 a/0 t/1 i/0 o/0 n/0	i/1 n/0 t/1 e/0 r/0 n/1 a/0 t/1 i/0 o/0 n/0 a/1 l/0 i/1 Z/0 a/0 t/1 i/0 o/0 n/0	1	0	0	0	1
1269	altruistic	a/1 l/0 t/1 r/0 u/0 i/1 s/0 t/1 i/0 c/0	a/1 l/0 t/1 r/0 u/0 i/1 s/0 T/0 i/0 c/0	0	0	1	0	1
1270	arche	a/1 r/0 c/0 h/0 e/1 r/0	a/1 r/0 C/1 h/0 E/0 r/0	0	0	1	0	1
1271	chine	c/1 h/0 i/0 n/0 e/0	c/1 h/0 i/0 n/0 E/1	0	0	0	1	1
1272	botanic	b/1 o/0 t/1 a/0 n/0 i/1 c/0	b/1 o/0 T/0 a/0 n/0 i/1 c/0	0	0	1	0	1
1273	evaporative	e/1 v/1 a/0 p/0 o/1 r/1 a/0 t/1 i/0 v/0 e/0	/1 v/1 a/0 p/0 o/1 r/1 a/0 T/0 i/0 v/0 e/0	0	0	1	0	1
1274	ave	a/1 v/1 e/0 r/0	a/1 v/1 e/0 R/1	0	0	0	1	1
1275	scoreca	s/1 c/0 o/0 r/0 e/0 c/1 a/0 r/0 d/0	s/1 c/0 o/0 r/0 e/0 C/0 a/0 r/0 d/0	0	0	1	0	1
1276	levelling	/1 e/0 v/0 e/1 l/0 l/1 i/0 n/0 g/0	l/1 e/0 v/0 e/1 l/0 L/0 i/0 n/0 g/0	0	0	1	0	1
1277	foreign	f/1 o/0 r/0 e/1 i/0 g/0 n/0	f/1 o/0 r/0 E/0 I/1 g/0 n/0	0	1	0	0	1
1278	carte	c/1 a/0 r/0 t/0 e/1 r/0	c/1 a/0 r/0 T/1 E/0 r/0	1	0	0	0	1
1279	socialite	s/1 o/0 c/1 i/0 a/0 l/0 i/1 t/0 e/0	s/1 o/0 c/1 i/0 a/0 l/0 i/1 T/1 e/0	0	0	0	1	1
1280	eschatology	e/1 s/0 c/1 h/0 a/0 t/1 o/0 l/0 o/1 g/1 y/0	/1 s/0 c/1 h/0 a/0 T/0 o/0 l/0 O/0 g/1 y/0	0	1	1	0	2
1281	tut	t/1 u/0 t/0	t/1 u/0 T/1	0	0	0	1	1
1282	taut	t/1 a/0 u/0 t/0	t/1 a/0 u/0 T/1	0	0	0	1	1
1283	activat	a/1 c/0 t/1 i/0 v/1 a/0 t/1 o/0 r/0	a/1 c/0 t/1 i/0 V/0 a/0 T/0 o/0 r/0	0	0	2	0	2
1284	funds	f/1 u/0 n/0 d/0 s/0	f/1 u/0 n/0 D/1 S/1	0	0	0	2	2
1285	lily	/1 i/0 l/0 y/1	l/1 i/0 l/0 Y/0	0	0	1	0	1
